Low,High,Open,Close,Volume
237.0,276.0,268.0,270.0,13973.0
230.0,271.0,270.0,269.0,13846.0
237.0,271.0,265.0,269.0,13936.0
235.0,270.0,269.0,265.0,7019.0
229.0,265.0,265.0,237.0,13561.0
223.0,266.0,235.0,232.0,14002.0
224.0,261.0,233.0,224.0,14093.0
210.0,255.0,225.0,243.0,14014.0
205.0,243.0,213.0,238.0,14082.0
208.0,244.0,238.0,238.0,14001.0
207.0,240.0,238.0,235.0,13965.0
200.0,244.0,210.0,200.0,13845.0
196.0,230.0,200.0,221.0,7016.0
196.0,231.0,196.0,228.0,13892.0
197.0,232.0,229.0,230.0,13816.0
201.0,238.0,231.0,207.0,14069.0
205.0,240.0,207.0,238.0,14003.0
209.0,251.0,238.0,247.0,13882.0
209.0,247.0,247.0,240.0,13906.0
208.0,248.0,240.0,244.0,13981.0
210.0,247.0,244.0,241.0,13946.0
209.0,243.0,243.0,217.0,6951.0
206.0,242.0,232.0,238.0,13858.0
205.0,239.0,238.0,238.0,13919.0
205.0,240.0,235.0,237.0,14028.0
201.0,238.0,237.0,226.0,13900.0
200.0,238.0,226.0,237.0,13770.0
205.0,240.0,237.0,210.0,13730.0
210.0,247.0,240.0,242.0,14016.0
209.0,246.0,246.0,239.0,13855.0
206.0,245.0,239.0,231.0,6920.0
199.0,237.0,218.0,219.0,13979.0
195.0,230.0,222.0,227.0,13985.0
190.0,227.0,227.0,208.0,13959.0
186.0,222.0,212.0,201.0,13897.0
188.0,221.0,221.0,216.0,13967.0
183.0,220.0,211.0,211.0,13923.0
175.0,214.0,213.0,203.0,14057.0
173.0,207.0,206.0,191.0,14127.0
174.0,210.0,181.0,186.0,7066.0
173.0,210.0,196.0,203.0,13847.0
171.0,205.0,203.0,205.0,13960.0
174.0,209.0,205.0,207.0,13895.0
176.0,209.0,205.0,209.0,13888.0
176.0,210.0,209.0,207.0,14103.0
170.0,208.0,207.0,178.0,13901.0
168.0,201.0,195.0,173.0,13847.0
167.0,200.0,169.0,195.0,14066.0
166.0,198.0,197.0,195.0,7019.0
167.0,206.0,180.0,205.0,13888.0
174.0,209.0,205.0,179.0,13968.0
178.0,213.0,178.0,197.0,13964.0
179.0,216.0,208.0,216.0,13949.0
185.0,227.0,216.0,196.0,14070.0
196.0,236.0,196.0,226.0,13870.0
205.0,239.0,229.0,233.0,14021.0
206.0,246.0,237.0,214.0,13910.0
211.0,247.0,243.0,245.0,6939.0
213.0,250.0,216.0,246.0,13738.0
211.0,247.0,247.0,244.0,13834.0
206.0,244.0,244.0,209.0,13894.0
208.0,246.0,209.0,240.0,13932.0
202.0,242.0,240.0,219.0,14058.0
202.0,236.0,203.0,234.0,13832.0
203.0,238.0,233.0,233.0,14024.0
205.0,241.0,232.0,209.0,13947.0
209.0,245.0,209.0,227.0,6847.0
180.0,213.0,205.0,203.0,13971.0
179.0,213.0,200.0,213.0,13953.0
178.0,214.0,213.0,208.0,13938.0
174.0,210.0,208.0,189.0,13974.0
175.0,209.0,175.0,208.0,13943.0
177.0,211.0,208.0,207.0,14082.0
166.0,208.0,208.0,196.0,14089.0
161.0,197.0,197.0,183.0,13769.0
157.0,193.0,192.0,158.0,7023.0
152.0,188.0,188.0,182.0,13999.0
152.0,184.0,182.0,154.0,13921.0
153.0,186.0,154.0,180.0,13890.0
153.0,186.0,177.0,183.0,13854.0
155.0,187.0,181.0,155.0,14098.0
151.0,186.0,155.0,181.0,13864.0
152.0,185.0,182.0,184.0,13953.0
153.0,186.0,184.0,156.0,14037.0
153.0,186.0,156.0,181.0,7013.0
152.0,188.0,180.0,181.0,13851.0
153.0,189.0,180.0,158.0,14065.0
156.0,189.0,159.0,186.0,13916.0
156.0,196.0,186.0,196.0,14052.0
166.0,202.0,196.0,169.0,13996.0
168.0,202.0,169.0,171.0,13936.0
171.0,208.0,171.0,207.0,14057.0
177.0,214.0,207.0,211.0,14063.0
184.0,216.0,214.0,196.0,7010.0
183.0,217.0,215.0,183.0,14014.0
182.0,218.0,183.0,184.0,14071.0
182.0,216.0,184.0,183.0,13980.0
180.0,214.0,183.0,194.0,13731.0
184.0,217.0,208.0,185.0,13832.0
184.0,218.0,185.0,193.0,13939.0
179.0,215.0,214.0,209.0,13992.0
172.0,211.0,210.0,172.0,13941.0
172.0,207.0,172.0,206.0,7063.0
175.0,210.0,177.0,177.0,13702.0
177.0,210.0,177.0,179.0,14012.0
177.0,211.0,208.0,205.0,13953.0
174.0,208.0,202.0,204.0,14197.0
174.0,208.0,203.0,178.0,13826.0
176.0,209.0,178.0,203.0,13999.0
177.0,212.0,208.0,180.0,13890.0
179.0,215.0,180.0,213.0,14019.0
181.0,213.0,213.0,182.0,6976.0
178.0,214.0,182.0,213.0,13936.0
179.0,214.0,213.0,180.0,13932.0
170.0,210.0,180.0,201.0,14037.0
169.0,202.0,201.0,195.0,14087.0
166.0,201.0,192.0,186.0,13841.0
165.0,198.0,196.0,196.0,13796.0
163.0,198.0,196.0,194.0,13866.0
158.0,195.0,193.0,166.0,14040.0
157.0,188.0,179.0,158.0,7053.0
157.0,190.0,162.0,187.0,13803.0
157.0,193.0,188.0,193.0,14032.0
160.0,194.0,193.0,189.0,13932.0
154.0,191.0,189.0,170.0,14073.0
155.0,189.0,155.0,189.0,13976.0
153.0,189.0,188.0,186.0,14061.0
151.0,186.0,186.0,180.0,13979.0
149.0,182.0,181.0,170.0,13981.0
151.0,184.0,170.0,183.0,6949.0
154.0,187.0,173.0,186.0,13877.0
156.0,189.0,186.0,159.0,13904.0
158.0,192.0,159.0,191.0,13997.0
160.0,195.0,191.0,195.0,14020.0
164.0,199.0,195.0,195.0,13904.0
164.0,197.0,197.0,166.0,13988.0
164.0,200.0,166.0,170.0,13844.0
168.0,200.0,200.0,200.0,13994.0
170.0,204.0,200.0,202.0,6967.0
173.0,211.0,203.0,181.0,13898.0
179.0,212.0,202.0,207.0,14131.0
182.0,217.0,199.0,197.0,14042.0
181.0,216.0,198.0,183.0,13998.0
179.0,214.0,212.0,181.0,13991.0
180.0,213.0,181.0,211.0,13852.0
177.0,214.0,212.0,200.0,13839.0
179.0,215.0,209.0,187.0,13964.0
182.0,216.0,209.0,207.0,6896.0
180.0,213.0,195.0,180.0,13962.0
174.0,213.0,210.0,204.0,13952.0
173.0,207.0,205.0,205.0,14061.0
175.0,213.0,205.0,207.0,13816.0
177.0,211.0,207.0,205.0,13959.0
177.0,212.0,207.0,207.0,14004.0
179.0,213.0,207.0,211.0,13957.0
177.0,212.0,211.0,208.0,14077.0
179.0,213.0,208.0,203.0,6816.0
181.0,216.0,182.0,213.0,13851.0
184.0,220.0,215.0,187.0,13725.0
185.0,223.0,187.0,214.0,14024.0
191.0,233.0,223.0,232.0,14031.0
198.0,233.0,233.0,226.0,13949.0
199.0,236.0,229.0,233.0,13763.0
200.0,235.0,233.0,235.0,14050.0
204.0,244.0,235.0,212.0,13506.0
212.0,247.0,242.0,216.0,7001.0
206.0,245.0,216.0,222.0,13838.0
205.0,238.0,222.0,217.0,14036.0
204.0,240.0,223.0,234.0,13879.0
204.0,240.0,235.0,236.0,13983.0
202.0,237.0,236.0,232.0,13838.0
199.0,234.0,232.0,202.0,13914.0
191.0,232.0,232.0,191.0,13845.0
187.0,221.0,191.0,213.0,14027.0
187.0,219.0,190.0,204.0,7069.0
185.0,220.0,219.0,186.0,13880.0
182.0,216.0,185.0,211.0,13763.0
180.0,213.0,210.0,209.0,13926.0
180.0,215.0,210.0,208.0,13914.0
179.0,213.0,209.0,211.0,14063.0
179.0,212.0,211.0,209.0,13856.0
174.0,210.0,209.0,204.0,14040.0
173.0,206.0,203.0,204.0,13985.0
173.0,207.0,205.0,200.0,7023.0
171.0,204.0,185.0,199.0,14034.0
171.0,205.0,202.0,202.0,13945.0
170.0,205.0,204.0,172.0,13950.0
170.0,204.0,172.0,173.0,13909.0
170.0,206.0,183.0,197.0,13825.0
166.0,201.0,200.0,168.0,13965.0
167.0,202.0,167.0,196.0,13846.0
166.0,202.0,200.0,196.0,14009.0
166.0,198.0,197.0,167.0,6960.0
161.0,196.0,196.0,188.0,13963.0
159.0,194.0,192.0,171.0,13983.0
156.0,192.0,190.0,158.0,13958.0
153.0,188.0,185.0,183.0,13997.0
154.0,186.0,183.0,182.0,13969.0
151.0,186.0,154.0,180.0,14019.0
150.0,185.0,182.0,180.0,14033.0
150.0,183.0,180.0,181.0,13787.0
152.0,185.0,181.0,183.0,6863.0
146.0,183.0,183.0,148.0,14056.0
146.0,178.0,148.0,172.0,13788.0
143.0,177.0,174.0,174.0,13920.0
142.0,175.0,174.0,175.0,14030.0
144.0,176.0,175.0,173.0,13758.0
140.0,175.0,175.0,170.0,13860.0
134.0,170.0,170.0,163.0,13881.0
131.0,165.0,154.0,160.0,13829.0
130.0,161.0,160.0,131.0,6953.0
129.0,161.0,159.0,160.0,13952.0
129.0,161.0,160.0,130.0,14090.0
128.0,161.0,157.0,142.0,14006.0
129.0,161.0,158.0,160.0,13897.0
127.0,160.0,160.0,158.0,13750.0
127.0,159.0,158.0,153.0,13858.0
127.0,159.0,151.0,148.0,13927.0
126.0,159.0,147.0,151.0,13911.0
127.0,159.0,157.0,154.0,7051.0
129.0,160.0,134.0,138.0,13955.0
130.0,164.0,160.0,163.0,13897.0
133.0,169.0,163.0,138.0,13911.0
138.0,172.0,138.0,169.0,13909.0
137.0,173.0,169.0,173.0,13889.0
143.0,176.0,173.0,173.0,13856.0
145.0,177.0,174.0,147.0,13773.0
146.0,178.0,147.0,176.0,14025.0
147.0,178.0,176.0,175.0,6950.0
144.0,178.0,148.0,173.0,14050.0
142.0,176.0,174.0,173.0,13907.0
142.0,174.0,173.0,173.0,13932.0
142.0,175.0,173.0,172.0,13984.0
142.0,174.0,172.0,143.0,13986.0
142.0,174.0,143.0,142.0,14113.0
140.0,173.0,142.0,141.0,13897.0
141.0,175.0,170.0,170.0,13861.0
141.0,174.0,153.0,172.0,7004.0
139.0,172.0,161.0,140.0,13802.0
138.0,171.0,170.0,169.0,13753.0
139.0,171.0,170.0,140.0,13794.0
139.0,171.0,140.0,160.0,13901.0
137.0,171.0,162.0,138.0,13668.0
136.0,170.0,138.0,160.0,14053.0
137.0,170.0,140.0,138.0,13999.0
136.0,169.0,138.0,165.0,13926.0
135.0,166.0,166.0,141.0,6901.0
129.0,165.0,165.0,129.0,13919.0
129.0,162.0,130.0,158.0,13987.0
130.0,163.0,152.0,159.0,14075.0
130.0,163.0,159.0,162.0,14150.0
130.0,163.0,163.0,152.0,13915.0
129.0,160.0,160.0,160.0,13983.0
129.0,161.0,160.0,159.0,13930.0
128.0,160.0,153.0,157.0,14135.0
126.0,158.0,157.0,127.0,7026.0
127.0,158.0,144.0,154.0,13992.0
127.0,158.0,153.0,141.0,14111.0
127.0,158.0,146.0,157.0,13948.0
128.0,161.0,157.0,129.0,13736.0
129.0,161.0,129.0,156.0,13817.0
128.0,161.0,157.0,158.0,13957.0
127.0,159.0,158.0,127.0,14015.0
127.0,159.0,127.0,157.0,13892.0
128.0,160.0,157.0,144.0,7117.0
130.0,163.0,131.0,162.0,13940.0
132.0,165.0,162.0,165.0,13922.0
135.0,167.0,165.0,166.0,13817.0
136.0,167.0,166.0,166.0,13952.0
136.0,169.0,166.0,166.0,14006.0
137.0,169.0,167.0,167.0,13889.0
136.0,169.0,167.0,167.0,13884.0
137.0,172.0,168.0,169.0,13910.0
139.0,170.0,170.0,150.0,7016.0
137.0,170.0,170.0,137.0,14025.0
136.0,169.0,137.0,167.0,13970.0
138.0,170.0,168.0,169.0,13930.0
138.0,170.0,170.0,164.0,14115.0
139.0,173.0,164.0,170.0,14077.0
140.0,172.0,170.0,170.0,14021.0
138.0,170.0,170.0,168.0,13950.0
136.0,169.0,168.0,163.0,13984.0
133.0,166.0,163.0,156.0,6968.0
131.0,164.0,133.0,153.0,13928.0
132.0,165.0,161.0,160.0,14017.0
133.0,166.0,165.0,156.0,13889.0
134.0,165.0,153.0,157.0,14054.0
131.0,164.0,164.0,161.0,13926.0
131.0,163.0,161.0,131.0,13864.0
129.0,162.0,131.0,158.0,14110.0
129.0,160.0,158.0,129.0,13812.0
128.0,160.0,129.0,142.0,6942.0
126.0,159.0,157.0,127.0,14054.0
126.0,158.0,127.0,157.0,13997.0
124.0,157.0,157.0,143.0,14020.0
121.0,154.0,145.0,121.0,14054.0
120.0,152.0,121.0,121.0,13838.0
120.0,152.0,144.0,151.0,13813.0
119.0,151.0,151.0,147.0,13979.0
118.0,149.0,145.0,128.0,14081.0
118.0,149.0,124.0,148.0,7131.0
118.0,149.0,125.0,147.0,14015.0
118.0,150.0,148.0,149.0,14093.0
119.0,152.0,149.0,150.0,14064.0
118.0,150.0,150.0,147.0,14116.0
118.0,149.0,148.0,149.0,13995.0
118.0,149.0,149.0,147.0,13848.0
118.0,150.0,147.0,150.0,13921.0
119.0,152.0,149.0,152.0,14075.0
121.0,153.0,152.0,150.0,6937.0
120.0,154.0,146.0,154.0,14141.0
123.0,156.0,154.0,156.0,13939.0
126.0,159.0,156.0,158.0,13869.0
127.0,159.0,158.0,128.0,13973.0
128.0,161.0,128.0,158.0,13909.0
131.0,166.0,160.0,136.0,13929.0
136.0,170.0,143.0,169.0,13963.0
138.0,170.0,170.0,167.0,13933.0
138.0,171.0,168.0,170.0,6867.0
137.0,171.0,163.0,167.0,13970.0
135.0,169.0,167.0,166.0,13709.0
134.0,166.0,166.0,165.0,14074.0
135.0,167.0,165.0,166.0,14168.0
134.0,167.0,166.0,167.0,13886.0
133.0,167.0,167.0,134.0,13885.0
133.0,166.0,133.0,163.0,13912.0
132.0,164.0,163.0,133.0,13976.0
132.0,163.0,133.0,159.0,6977.0
131.0,165.0,160.0,165.0,13986.0
134.0,166.0,165.0,134.0,14114.0
133.0,165.0,134.0,143.0,13840.0
133.0,166.0,143.0,165.0,13887.0
135.0,168.0,165.0,165.0,14132.0
135.0,167.0,164.0,166.0,13965.0
134.0,166.0,166.0,161.0,14012.0
133.0,166.0,161.0,165.0,14004.0
134.0,165.0,165.0,165.0,7001.0
135.0,168.0,147.0,167.0,13706.0
135.0,169.0,165.0,165.0,13858.0
135.0,168.0,167.0,143.0,14076.0
137.0,171.0,160.0,169.0,13809.0
139.0,175.0,169.0,174.0,14054.0
143.0,175.0,174.0,145.0,14084.0
145.0,177.0,145.0,173.0,14151.0
145.0,181.0,160.0,180.0,14048.0
151.0,184.0,181.0,182.0,6950.0
149.0,182.0,159.0,149.0,13830.0
147.0,180.0,149.0,178.0,13948.0
148.0,181.0,178.0,179.0,13995.0
150.0,181.0,179.0,180.0,14078.0
148.0,181.0,179.0,149.0,14005.0
146.0,179.0,149.0,177.0,13948.0
147.0,180.0,176.0,150.0,13960.0
148.0,180.0,180.0,179.0,13894.0
149.0,180.0,180.0,179.0,6999.0
147.0,180.0,158.0,167.0,13981.0
144.0,178.0,148.0,174.0,13802.0
143.0,176.0,173.0,174.0,14049.0
141.0,175.0,175.0,171.0,13970.0
141.0,173.0,170.0,172.0,13881.0
138.0,173.0,171.0,155.0,14056.0
135.0,168.0,160.0,165.0,13990.0
132.0,166.0,165.0,160.0,13872.0
132.0,163.0,160.0,161.0,7026.0
126.0,157.0,156.0,155.0,13964.0
127.0,158.0,157.0,155.0,14074.0
127.0,161.0,155.0,130.0,14038.0
129.0,160.0,130.0,155.0,13955.0
129.0,164.0,160.0,162.0,13910.0
131.0,164.0,164.0,139.0,14054.0
132.0,165.0,132.0,140.0,13972.0
133.0,165.0,163.0,164.0,14040.0
134.0,166.0,164.0,165.0,6954.0
133.0,165.0,135.0,162.0,13922.0
131.0,163.0,163.0,162.0,13987.0
131.0,163.0,162.0,152.0,13933.0
131.0,163.0,152.0,160.0,13975.0
129.0,162.0,160.0,159.0,14152.0
128.0,160.0,160.0,150.0,14196.0
129.0,160.0,146.0,154.0,13831.0
