Low,High,Open,Close,Volume,highest_bid_price,highest_bid_quantity,lowest_ask_price,lowest_ask_quantity,Spread,Mid_price,Market_depth
189.0,244.0,238.0,206.0,76467.0,206.0,4.0,270.0,1.0,64.0,238.0,664.0
177.0,211.0,204.0,193.0,79247.0,188.0,9.0,193.0,1.0,5.0,190.5,571.0
181.0,221.0,184.0,211.0,76761.0,210.0,8.0,211.0,1.0,1.0,210.5,682.0
185.0,221.0,210.0,190.0,79791.0,187.0,5.0,190.0,1.0,3.0,188.5,679.0
186.0,217.0,200.0,199.0,73848.0,193.0,10.0,199.0,1.0,6.0,196.0,784.0
184.0,220.0,205.0,192.0,78853.0,191.0,11.0,192.0,1.0,1.0,191.5,695.0
187.0,218.0,189.0,209.0,84175.0,205.0,5.0,209.0,2.0,4.0,207.0,755.0
195.0,269.0,211.0,263.0,67006.0,262.0,9.0,263.0,1.0,1.0,262.5,492.0
252.0,288.0,270.0,274.0,61377.0,273.0,13.0,274.0,1.0,1.0,273.5,756.0
250.0,295.0,283.0,266.0,59421.0,265.0,8.0,266.0,1.0,1.0,265.5,732.0
258.0,332.0,280.0,310.0,59790.0,309.0,9.0,310.0,1.0,1.0,309.5,700.0
263.0,324.0,313.0,293.0,58618.0,282.0,10.0,289.0,1.0,7.0,285.5,765.0
229.0,300.0,298.0,244.0,66091.0,243.0,6.0,244.0,1.0,1.0,243.5,651.0
219.0,257.0,247.0,228.0,64806.0,228.0,9.0,229.0,1.0,1.0,228.5,727.0
192.0,238.0,227.0,202.0,69624.0,201.0,7.0,202.0,1.0,1.0,201.5,732.0
195.0,250.0,208.0,238.0,70638.0,233.0,5.0,238.0,1.0,5.0,235.5,788.0
227.0,260.0,249.0,243.0,62656.0,243.0,8.0,244.0,1.0,1.0,243.5,608.0
188.0,259.0,249.0,194.0,71816.0,194.0,8.0,195.0,1.0,1.0,194.5,653.0
184.0,213.0,189.0,187.0,85004.0,198.0,5.0,215.0,1.0,17.0,206.5,673.0
178.0,206.0,204.0,198.0,70916.0,198.0,5.0,199.0,1.0,1.0,198.5,729.0
184.0,247.0,202.0,234.0,72807.0,226.0,7.0,232.0,1.0,6.0,229.0,791.0
210.0,244.0,242.0,227.0,65407.0,226.0,9.0,227.0,1.0,1.0,226.5,730.0
196.0,238.0,233.0,203.0,65360.0,202.0,6.0,203.0,1.0,1.0,202.5,734.0
190.0,221.0,201.0,199.0,73968.0,200.0,9.0,201.0,1.0,1.0,200.5,788.0
175.0,206.0,206.0,189.0,79046.0,189.0,5.0,190.0,1.0,1.0,189.5,793.0
159.0,202.0,195.0,168.0,88014.0,169.0,5.0,348.0,1.0,179.0,258.5,781.0
149.0,180.0,161.0,173.0,94249.0,173.0,10.0,250.0,1.0,77.0,211.5,776.0
153.0,192.0,157.0,183.0,95776.0,183.0,14.0,190.0,2.0,7.0,186.5,519.0
162.0,189.0,186.0,174.0,80436.0,172.0,17.0,174.0,1.0,2.0,173.0,742.0
166.0,202.0,180.0,187.0,92551.0,186.0,19.0,187.0,1.0,1.0,186.5,664.0
162.0,201.0,180.0,172.0,86380.0,172.0,5.0,188.0,1.0,16.0,180.0,627.0
163.0,193.0,181.0,182.0,92292.0,183.0,5.0,184.0,1.0,1.0,183.5,685.0
172.0,217.0,191.0,206.0,82904.0,206.0,4.0,207.0,1.0,1.0,206.5,711.0
192.0,221.0,214.0,210.0,78501.0,212.0,6.0,310.0,2.0,98.0,261.0,712.0
185.0,224.0,216.0,193.0,78714.0,180.0,5.0,193.0,1.0,13.0,186.5,741.0
182.0,233.0,197.0,218.0,75765.0,218.0,12.0,228.0,1.0,10.0,223.0,774.0
194.0,232.0,228.0,199.0,71865.0,200.0,8.0,205.0,1.0,5.0,202.5,764.0
185.0,221.0,213.0,191.0,71098.0,190.0,10.0,191.0,3.0,1.0,190.5,791.0
172.0,200.0,192.0,183.0,93814.0,175.0,5.0,183.0,2.0,8.0,179.0,690.0
176.0,204.0,180.0,195.0,83026.0,195.0,8.0,276.0,1.0,81.0,235.5,769.0
183.0,223.0,194.0,216.0,80874.0,215.0,6.0,216.0,1.0,1.0,215.5,693.0
204.0,242.0,211.0,217.0,67018.0,205.0,8.0,216.0,1.0,11.0,210.5,678.0
197.0,227.0,213.0,205.0,73287.0,204.0,9.0,205.0,1.0,1.0,204.5,570.0
197.0,236.0,215.0,217.0,67742.0,216.0,8.0,217.0,1.0,1.0,216.5,683.0
207.0,251.0,221.0,243.0,66090.0,244.0,8.0,245.0,1.0,1.0,244.5,788.0
208.0,250.0,241.0,221.0,64303.0,220.0,7.0,221.0,1.0,1.0,220.5,650.0
211.0,246.0,228.0,225.0,67785.0,225.0,15.0,226.0,1.0,1.0,225.5,629.0
